objectid,uuid,accessioned,accessionnum,locationid,title,displaydate,beginyear,endyear,visualbrowsertimespan,medium,dimensions,inscription,markings,attributioninverted,attribution,provenancetext,creditline,classification,subclassification,visualbrowserclassification,parentid,isvirtual,departmentabbr,portfolio,series,volume,watermarks,lastdetectedmodification,wikidataid,customprinturl,image_uuid,image_iiifurl,image_iiifthumburl,image_viewtype,image_sequence,image_width,image_height,image_maxpixels,image_openaccess,image_created,image_modified,image_depictstmsobjectid,image_assistivetext
167055,9f1145b5-bbb7-4f20-8a9e-d7eb1f5d78d2,1,2014.79.604,,"Plate Number 637. ""Daisy"" jumping a hurdle, saddled, clearing, landing and recovering",1887,1887,1887,1876 to 1900,collotype,"image: 25.5 × 31.1 cm (10 1/16 × 12 1/4 in.)
sheet: 47.63 × 60.33 cm (18 3/4 × 23 3/4 in.)","printed, lower center underneath image in black ink: ANIMAL LOCOMOTION. PLATE. 637 / Copyright, 1887, by EADWEARD MUYBRIDGE. All rights reserved.; on verso, by Corcoran Gallery of Art, lower left in red pencil: 87.7.583",,"Muybridge, Eadweard",Eadweard Muybridge,"Eadweard Muybridge, Philadelphia, PA; purchased by the Corcoran Gallery of Art, Washington, DC, 1887; acquired by NGA, 2014.","Corcoran Collection (Museum Purchase, 1887)",Photograph,Print,photograph,,0,CPH,,Animal Locomotion: An Electro-Photographic Investigation of Consecutive Phases of Animal Movements,,,2024-03-18 22:01:50.33-04,,,80d954ed-6783-4c90-b114-ebe6f5254a0b,https://api.nga.gov/iiif/80d954ed-6783-4c90-b114-ebe6f5254a0b,"https://api.nga.gov/iiif/80d954ed-6783-4c90-b114-ebe6f5254a0b/full/!200,200/0/default.jpg",primary,0,3348,2744,,1,2015-09-08 15:51:08-04,2026-01-22 10:06:35-05,167055,
181231,738cae75-08e3-44b5-b5ff-073ce56fc0c2,1,2015.19.4128,,"Plate Number 538. Double amputation of thighs, boy. A: Moving forward. B: Getting on chair. C: Getting down from chair",1887,1887,1887,1876 to 1900,collotype,"image: 16.4 × 44.3 cm (6 7/16 × 17 7/16 in.)
sheet: 48.26 × 60.96 cm (19 × 24 in.)","printed, lower center underneath image in black ink: ANIMAL LOCOMOTION. PLATE. 538 / Copyright, 1887, by EADWEARD MUYBRIDGE. All rights reserved.; on verso, by Corcoran Gallery of Art, lower left in red pencil: 87.7.490",,"Muybridge, Eadweard",Eadweard Muybridge,"Eadweard Muybridge, Philadelphia, PA; purchased by the Corcoran Gallery of Art, Washington, DC, 1887; acquired by NGA, 2014.","Corcoran Collection (Museum Purchase, 1887)",Photograph,Print,photograph,,0,CPH,,Animal Locomotion: An Electro-Photographic Investigation of Consecutive Phases of Animal Movements,,,2025-12-22 22:01:37.637-05,,,80df49ee-206f-4d5c-bd18-e0a2ff0c6cd6,https://api.nga.gov/iiif/80df49ee-206f-4d5c-bd18-e0a2ff0c6cd6,"https://api.nga.gov/iiif/80df49ee-206f-4d5c-bd18-e0a2ff0c6cd6/full/!200,200/0/default.jpg",primary,0,4841,1791,,1,2015-10-29 12:35:30-04,2026-01-22 09:55:59-05,181231,
167125,edf02c21-f409-4826-9e58-6ab8e930edb1,1,2014.79.674,,Plate Number 749. Baboon climbing a pole,1887,1887,1887,1876 to 1900,collotype,"image: 20.8 × 34.6 cm (8 3/16 × 13 5/8 in.)
sheet: 47.63 × 60.33 cm (18 3/4 × 23 3/4 in.)","printed, lower center underneath image in black ink: ANIMAL LOCOMOTION. PLATE. 749 / Copyright, 1887, by EADWEARD MUYBRIDGE. All rights reserved.; on verso, by Corcoran Gallery of Art, lower left in red pencil: 87.7.657",,"Muybridge, Eadweard",Eadweard Muybridge,"Eadweard Muybridge, Philadelphia, PA; purchased by the Corcoran Gallery of Art, Washington, DC, 1887; acquired by NGA, 2014.","Corcoran Collection (Museum Purchase, 1887)",Photograph,Print,photograph,,0,CPH,,Animal Locomotion: An Electro-Photographic Investigation of Consecutive Phases of Animal Movements,,,2024-03-18 22:01:50.33-04,,,80ed6f52-0c50-41ea-8403-008865c191f3,https://api.nga.gov/iiif/80ed6f52-0c50-41ea-8403-008865c191f3,"https://api.nga.gov/iiif/80ed6f52-0c50-41ea-8403-008865c191f3/full/!200,200/0/default.jpg",primary,0,3853,2316,,1,2015-10-07 12:14:32-04,2026-01-22 09:53:23-05,167125,
166948,5f89c561-4775-49eb-b3f0-d408624619fb,1,2014.79.497,,Plate Number 511. Contortions on the ground,1887,1887,1887,1876 to 1900,collotype,"image: 21.8 × 33.8 cm (8 9/16 × 13 5/16 in.)
sheet: 47.63 × 60.33 cm (18 3/4 × 23 3/4 in.)","printed, lower center underneath image in black ink: ANIMAL LOCOMOTION. PLATE. 511 / Copyright, 1887, by EADWEARD MUYBRIDGE. All rights reserved.; on verso, by Corcoran Gallery of Art, lower left in red pencil: 87.7.467",,"Muybridge, Eadweard",Eadweard Muybridge,"Eadweard Muybridge, Philadelphia, PA; purchased by the Corcoran Gallery of Art, Washington, DC, 1887; acquired by NGA, 2014.","Corcoran Collection (Museum Purchase, 1887)",Photograph,Print,photograph,,0,CPH,,Animal Locomotion: An Electro-Photographic Investigation of Consecutive Phases of Animal Movements,,,2025-12-22 22:01:37.637-05,,,811a12d8-2108-4179-97f5-a04cd6f8c53b,https://api.nga.gov/iiif/811a12d8-2108-4179-97f5-a04cd6f8c53b,"https://api.nga.gov/iiif/811a12d8-2108-4179-97f5-a04cd6f8c53b/full/!200,200/0/default.jpg",primary,0,3657,2373,,1,2015-10-29 11:35:14-04,2026-01-22 09:48:52-05,166948,
166876,8b789337-4ad9-4810-8f6a-b3b047f254c6,1,2014.79.425,,"Plate Number 416. Toilet, putting on dress",1887,1887,1887,1876 to 1900,collotype,"image: 18 × 40.9 cm (7 1/16 × 16 1/8 in.)
sheet: 48 × 61.1 cm (18 7/8 × 24 1/16 in.)","printed, lower center underneath image in black ink: ANIMAL LOCOMOTION. PLATE. 416 / Copyright, 1887, by EADWEARD MUYBRIDGE. All rights reserved.; by unknown hand, lower center underneath image in black pencil: 416; on verso, by Corcoran Gallery of Art, lower left in red pencil: 87.7.392",,"Muybridge, Eadweard",Eadweard Muybridge,"Eadweard Muybridge, Philadelphia, PA; purchased by the Corcoran Gallery of Art, Washington, DC, 1887; acquired by NGA, 2014.","Corcoran Collection (Museum Purchase, 1887)",Photograph,Print,photograph,,0,CPH,,Animal Locomotion: An Electro-Photographic Investigation of Consecutive Phases of Animal Movements,,,2024-03-18 22:01:50.33-04,,,81cb4756-ef12-4e3f-9f8e-e8b714e77715,https://api.nga.gov/iiif/81cb4756-ef12-4e3f-9f8e-e8b714e77715,"https://api.nga.gov/iiif/81cb4756-ef12-4e3f-9f8e-e8b714e77715/full/!200,200/0/default.jpg",primary,0,4448,1936,,1,2015-09-08 14:46:28-04,2026-01-22 09:47:11-05,166876,
166522,a549ee01-3a99-46a8-9798-b09baee131f1,1,2014.79.71,,"Plate Number 19. Walking, commencing to turn around",1887,1887,1887,1876 to 1900,collotype,"image: 21.5 × 37.2 cm (8 7/16 × 14 5/8 in.)
sheet: 48 × 60.3 cm (18 7/8 × 23 3/4 in.)","printed, lower center underneath image in black ink: ANIMAL LOCOMOTION. PLATE. 19 / Copyright, 1887, by EADWEARD MUYBRIDGE. All rights reserved. / stamped, lowercenter underneath beige background in purple ink: The Corcoran Gallery of Art, / Washington, D.C.; on verso, by Corcoran Gallery of Art, lower left in red pencil: 87.7.19",,"Muybridge, Eadweard",Eadweard Muybridge,"Eadweard Muybridge, Philadelphia, PA; purchased by the Corcoran Gallery of Art, Washington, DC, 1887; acquired by NGA, 2014.","Corcoran Collection (Museum Purchase, 1887)",Photograph,Print,photograph,,0,CPH,,Animal Locomotion: An Electro-Photographic Investigation of Consecutive Phases of Animal Movements,,,2025-12-22 22:01:37.637-05,,,81d91cbe-c8e4-43dc-a046-f745d2d0246b,https://api.nga.gov/iiif/81d91cbe-c8e4-43dc-a046-f745d2d0246b,"https://api.nga.gov/iiif/81d91cbe-c8e4-43dc-a046-f745d2d0246b/full/!200,200/0/default.jpg",primary,0,3974,2292,,1,2015-09-10 14:04:00-04,2026-01-22 09:56:39-05,166522,
166622,55cf9970-b97e-4cdd-b85b-a74c7e4b12e6,1,2014.79.171,,Plate Number 122. Descending an incline with a bucket of water in each hand,1887,1887,1887,1876 to 1900,collotype,"image: 23 × 31.15 cm (9 1/16 × 12 1/4 in.)
sheet: 47.8 × 60.4 cm (18 13/16 × 23 3/4 in.)","printed, lower center underneath image in black ink: ANIMAL LOCOMOTION. PLATE. 122 / Copyright, 1887, by EADWEARD MUYBRIDGE. All rights reserved.; on verso, by Corcoran Gallery of Art, lower left in red pencil: 87.7.122",,"Muybridge, Eadweard",Eadweard Muybridge,"Eadweard Muybridge, Philadelphia, PA; purchased by the Corcoran Gallery of Art, Washington, DC, 1887; acquired by NGA, 2014.","Corcoran Collection (Museum Purchase, 1887)",Photograph,Print,photograph,,0,CPH,,Animal Locomotion: An Electro-Photographic Investigation of Consecutive Phases of Animal Movements,,,2024-03-18 22:01:50.33-04,,,81daaaa1-0c9b-46a8-8d38-532c388670e5,https://api.nga.gov/iiif/81daaaa1-0c9b-46a8-8d38-532c388670e5,"https://api.nga.gov/iiif/81daaaa1-0c9b-46a8-8d38-532c388670e5/full/!200,200/0/default.jpg",primary,0,3214,2400,,1,2015-09-22 15:39:58-04,2026-01-22 10:17:38-05,166622,
166778,4bc9f153-8b61-4a52-b748-8edb06381d9d,1,2014.79.327,,"Plate Number 300. Football, drop kick",1887,1887,1887,1876 to 1900,collotype,"image: 33.3 × 22.1 cm (13 1/8 × 8 11/16 in.)
sheet: 47.8 × 60.3 cm (18 13/16 × 23 3/4 in.)","printed, lower center underneath image in black ink: ANIMAL LOCOMOTION. PLATE. 300 / Copyright, 1887, by EADWEARD MUYBRIDGE. All rights reserved.; on verso, by Corcoran Gallery of Art, lower left in red pencil: 87.7.286",,"Muybridge, Eadweard",Eadweard Muybridge,"Eadweard Muybridge, Philadelphia, PA; purchased by the Corcoran Gallery of Art, Washington, DC, 1887; acquired by NGA, 2014.","Corcoran Collection (Museum Purchase, 1887)",Photograph,Print,photograph,,0,CPH,,Animal Locomotion: An Electro-Photographic Investigation of Consecutive Phases of Animal Movements,,,2024-03-18 22:01:50.33-04,,,81db5ede-aae8-4caf-a267-1824dad8481a,https://api.nga.gov/iiif/81db5ede-aae8-4caf-a267-1824dad8481a,"https://api.nga.gov/iiif/81db5ede-aae8-4caf-a267-1824dad8481a/full/!200,200/0/default.jpg",primary,0,2315,3499,,1,2015-09-28 16:08:06-04,2026-01-22 09:57:14-05,166778,
166645,aa507178-8921-4c33-840c-7ee270dc87f5,1,2014.79.194,,"Plate Number 146. Descending stairs and turning, a water jar on left shoulder",1887,1887,1887,1876 to 1900,collotype,"image: 24.9 × 29.3 cm (9 13/16 × 11 9/16 in.)
sheet: 47.55 × 60.2 cm (18 3/4 × 23 11/16 in.)","printed, lower center underneath image in black ink: ANIMAL LOCOMOTION. PLATE. 146 / Copyright, 1887, by EADWEARD MUYBRIDGE. All rights reserved.; on verso, by Corcoran Gallery of Art, lower left in red pencil: 87.7.146",,"Muybridge, Eadweard",Eadweard Muybridge,"Eadweard Muybridge, Philadelphia, PA; purchased by the Corcoran Gallery of Art, Washington, DC, 1887; acquired by NGA, 2014.","Corcoran Collection (Museum Purchase, 1887)",Photograph,Print,photograph,,0,CPH,,Animal Locomotion: An Electro-Photographic Investigation of Consecutive Phases of Animal Movements,,,2024-03-18 22:01:50.33-04,,,81dec032-affc-4600-bce3-6adc37ef75d8,https://api.nga.gov/iiif/81dec032-affc-4600-bce3-6adc37ef75d8,"https://api.nga.gov/iiif/81dec032-affc-4600-bce3-6adc37ef75d8/full/!200,200/0/default.jpg",primary,0,3192,2693,,1,2015-09-30 16:11:52-04,2026-01-22 09:55:53-05,166645,
166926,4560812b-291b-41e0-b92c-6c9f651c981b,1,2014.79.475,,Plate Number 485. A: Standing and filling a goblet. B: Drinking while lying on the ground,1887,1887,1887,1876 to 1900,collotype,"image: 19.5 × 37.5 cm (7 11/16 × 14 3/4 in.)
sheet: 48.26 × 60.96 cm (19 × 24 in.)","printed, lower center underneath image in black ink: ANIMAL LOCOMOTION. PLATE 485 / Copyright, 1887, by EADWEARD MUYBRIDGE. All rights reserved.; on verso, by Corcoran Gallery of Art, lower left in red pencil: 87.7.445",,"Muybridge, Eadweard",Eadweard Muybridge,"Eadweard Muybridge, Philadelphia, PA; purchased by the Corcoran Gallery of Art, Washington, DC, 1887; acquired by NGA, 2014.","Corcoran Collection (Museum Purchase, 1887)",Photograph,Print,photograph,,0,CPH,,Animal Locomotion: An Electro-Photographic Investigation of Consecutive Phases of Animal Movements,,,2025-12-22 22:01:37.637-05,,,81f3fc1d-0fac-4eb9-9db1-935192039ebe,https://api.nga.gov/iiif/81f3fc1d-0fac-4eb9-9db1-935192039ebe,"https://api.nga.gov/iiif/81f3fc1d-0fac-4eb9-9db1-935192039ebe/full/!200,200/0/default.jpg",primary,0,4089,2103,,1,2015-10-29 11:32:55-04,2026-01-22 09:43:42-05,166926,
167005,32c0e006-0494-400c-b41c-4a1234311c78,1,2014.79.554,,"Plate Number 586. ""Katydid"" walking, harnessed to sulky",1887,1887,1887,1876 to 1900,collotype,"image: 17.8 × 40.5 cm (7 × 15 15/16 in.)
sheet: 48.26 × 60.96 cm (19 × 24 in.)","printed, lower center underneath image in black ink: ANIMAL LOCOMOTION. PLATE. 586 / Copyright, 1887, by EADWEARD MUYBRIDGE. All rights reserved.; on verso, by Corcoran Gallery of Art, lower left in red pencil: 87.7.532",,"Muybridge, Eadweard",Eadweard Muybridge,"Eadweard Muybridge, Philadelphia, PA; purchased by the Corcoran Gallery of Art, Washington, DC, 1887; acquired by NGA, 2014.","Corcoran Collection (Museum Purchase, 1887)",Photograph,Print,photograph,,0,CPH,,Animal Locomotion: An Electro-Photographic Investigation of Consecutive Phases of Animal Movements,,,2024-03-18 22:01:50.33-04,,,8208d5a1-6aae-439b-a352-0dd8c60640d7,https://api.nga.gov/iiif/8208d5a1-6aae-439b-a352-0dd8c60640d7,"https://api.nga.gov/iiif/8208d5a1-6aae-439b-a352-0dd8c60640d7/full/!200,200/0/default.jpg",primary,0,4395,1921,,1,2015-09-29 13:11:22-04,2026-01-22 10:10:24-05,167005,
166757,7cf54912-0bed-4373-88ec-cad75575235a,1,2014.79.306,,"Plate Number 279. Baseball, batting",1887,1887,1887,1876 to 1900,collotype,"image: 16 × 46.3 cm (6 5/16 × 18 1/4 in.)
sheet: 48.5 × 61.7 cm (19 1/8 × 24 5/16 in.)","printed, lower center underneath image in black ink: ANIMAL LOCOMOTION. PLATE. 279 / Copyright, 1887, by EADWEARD MUYBRIDGE. All rights reserved.; on verso, by Corcoran Gallery of Art, lower left in red pencil: 87.7.265",,"Muybridge, Eadweard",Eadweard Muybridge,"Eadweard Muybridge, Philadelphia, PA; purchased by the Corcoran Gallery of Art, Washington, DC, 1887; acquired by NGA, 2014.","Corcoran Collection (Museum Purchase, 1887)",Photograph,Print,photograph,,0,CPH,,Animal Locomotion: An Electro-Photographic Investigation of Consecutive Phases of Animal Movements,,,2024-03-18 22:01:50.33-04,,,8250c530-63c5-44ed-a90c-6c1a324b1f1d,https://api.nga.gov/iiif/8250c530-63c5-44ed-a90c-6c1a324b1f1d,"https://api.nga.gov/iiif/8250c530-63c5-44ed-a90c-6c1a324b1f1d/full/!200,200/0/default.jpg",primary,0,4858,1677,,1,2015-09-23 12:26:52-04,2026-01-22 09:56:19-05,166757,
166629,3eb82dbe-40be-4f46-ade1-5fb127effe43,1,2014.79.178,,Plate Number 129. Descending stairs,1887,1887,1887,1876 to 1900,collotype,"image: 20.8 × 35 cm (8 3/16 × 13 3/4 in.)
sheet: 47.8 × 60.4 cm (18 13/16 × 23 3/4 in.)","printed, lower center underneath image in black ink: ANIMAL LOCOMOTION. PLATE. 129 / Copyright, 1887, by EADWEARD MUYBRIDGE. All rights reserved.; stamped, lower center underneath image and inscription in purple ink: The Corcoran Gallery of Art, / Washington, D.C.; on verso, by Corcoran Gallery of Art, lower left in red pencil: 87.7.129",,"Muybridge, Eadweard",Eadweard Muybridge,"Eadweard Muybridge, Philadelphia, PA; purchased by the Corcoran Gallery of Art, Washington, DC, 1887; acquired by NGA, 2014.","Corcoran Collection (Museum Purchase, 1887)",Photograph,Print,photograph,,0,CPH,,Animal Locomotion: An Electro-Photographic Investigation of Consecutive Phases of Animal Movements,,,2024-03-18 22:01:50.33-04,,,82e27d7b-826e-4e8a-bcdf-0ca37e9757ca,https://api.nga.gov/iiif/82e27d7b-826e-4e8a-bcdf-0ca37e9757ca,"https://api.nga.gov/iiif/82e27d7b-826e-4e8a-bcdf-0ca37e9757ca/full/!200,200/0/default.jpg",primary,0,3676,2174,,1,2015-09-22 15:42:01-04,2026-01-22 10:18:19-05,166629,
166525,d81188d4-fdd6-448d-b06a-ec5f67124f32,1,2014.79.74,,Plate Number 22. Walking with high-heeled boots on,1887,1887,1887,1876 to 1900,collotype,"image: 20.4 × 36.3 cm (8 1/16 × 14 5/16 in.)
sheet: 48.4 × 61.4 cm (19 1/16 × 24 3/16 in.)","printed, lower center underneath image in black ink: ANIMAL LOCOMOTION. PLATE. 22 / Copyright, 1887, by EADWEARD MUYBRIDGE. All rights reserved.; on verso, by Corcoran Gallery of Art, lower left in red pencil: 87.7.22",,"Muybridge, Eadweard",Eadweard Muybridge,"Eadweard Muybridge, Philadelphia, PA; purchased by the Corcoran Gallery of Art, Washington, DC, 1887; acquired by NGA, 2014.","Corcoran Collection (Museum Purchase, 1887)",Photograph,Print,photograph,,0,CPH,,Animal Locomotion: An Electro-Photographic Investigation of Consecutive Phases of Animal Movements,,,2025-12-22 22:01:37.637-05,,,83b4273e-af43-4b0f-9994-6de1bc7373d5,https://api.nga.gov/iiif/83b4273e-af43-4b0f-9994-6de1bc7373d5,"https://api.nga.gov/iiif/83b4273e-af43-4b0f-9994-6de1bc7373d5/full/!200,200/0/default.jpg",primary,0,3791,2107,,1,2015-09-22 15:57:49-04,2026-01-22 10:00:21-05,166525,
167151,b13a030f-6589-45d9-8ffa-413d2099c03d,1,2014.79.700,,"Plate Number 777. Storks, swans, etc.",1887,1887,1887,1876 to 1900,collotype,"image: 16.51 × 43.18 cm (6 1/2 × 17 in.)
sheet: 48.26 × 60.96 cm (19 × 24 in.)","printed, lower center underneath image in black ink: ANIMAL LOCOMOTION. PLATE. 777 / Copyright, 1887, by EADWEARD MUYBRIDGE. All rights reserved.; on verso, by Corcoran Gallery of Art, lower left in red pencil: 87.7.685",,"Muybridge, Eadweard",Eadweard Muybridge,"Eadweard Muybridge, Philadelphia, PA; purchased by the Corcoran Gallery of Art, Washington, DC, 1887; acquired by NGA, 2014.","Corcoran Collection (Museum Purchase, 1887)",Photograph,Print,photograph,,0,CPH,,Animal Locomotion: An Electro-Photographic Investigation of Consecutive Phases of Animal Movements,,,2024-03-18 22:01:50.33-04,,,83e0712c-d646-40b9-93e9-5e0a37eadeb9,https://api.nga.gov/iiif/83e0712c-d646-40b9-93e9-5e0a37eadeb9,"https://api.nga.gov/iiif/83e0712c-d646-40b9-93e9-5e0a37eadeb9/full/!200,200/0/default.jpg",primary,0,4815,1819,,1,2015-10-07 11:44:39-04,2026-01-22 09:37:53-05,167151,
167154,3a68f4c8-051d-4d15-86ae-d98c2b1b2d08,1,2014.79.703,,"Plate Number 780. Storks, swans, etc.",1887,1887,1887,1876 to 1900,collotype,"image: 19.69 × 36.83 cm (7 3/4 × 14 1/2 in.)
sheet: 48.26 × 60.96 cm (19 × 24 in.)","printed, lower center underneath image in black ink: ANIMAL LOCOMOTION. PLATE. 780 / Copyright, 1887, by EADWEARD MUYBRIDGE. All rights reserved.; on verso, by Corcoran Gallery of Art, lower left in red pencil: 87.7.688",,"Muybridge, Eadweard",Eadweard Muybridge,"Eadweard Muybridge, Philadelphia, PA; purchased by the Corcoran Gallery of Art, Washington, DC, 1887; acquired by NGA, 2014.","Corcoran Collection (Museum Purchase, 1887)",Photograph,Print,photograph,,0,CPH,,Animal Locomotion: An Electro-Photographic Investigation of Consecutive Phases of Animal Movements,,,2024-03-18 22:01:50.33-04,,,83ebbdd6-748b-45b6-93d7-d807cdcc2263,https://api.nga.gov/iiif/83ebbdd6-748b-45b6-93d7-d807cdcc2263,"https://api.nga.gov/iiif/83ebbdd6-748b-45b6-93d7-d807cdcc2263/full/!200,200/0/default.jpg",primary,0,4084,2191,,1,2015-10-07 11:36:17-04,2026-01-22 09:41:27-05,167154,
166960,6dd14d09-a416-401b-9d87-2a8e7f958ae1,1,2014.79.509,,Plate Number 530. Various poses,1887,1887,1887,1876 to 1900,collotype,"image: 22.8 × 31.2 cm (9 × 12 5/16 in.)
sheet: 47.63 × 60.33 cm (18 3/4 × 23 3/4 in.)","printed, lower center underneath image in black ink: ANIMAL LOCOMOTION. PLATE. 530 / Copyright, 1887, by EADWEARD MUYBRIDGE. All rights reserved.; on verso, by Corcoran Gallery of Art, lower left in red pencil: 87.7.484",,"Muybridge, Eadweard",Eadweard Muybridge,"Eadweard Muybridge, Philadelphia, PA; purchased by the Corcoran Gallery of Art, Washington, DC, 1887; acquired by NGA, 2014.","Corcoran Collection (Museum Purchase, 1887)",Photograph,Print,photograph,,0,CPH,,Animal Locomotion: An Electro-Photographic Investigation of Consecutive Phases of Animal Movements,,,2025-12-22 22:01:37.637-05,,,84708787-530a-4c6f-9ee3-47cc9a3327f4,https://api.nga.gov/iiif/84708787-530a-4c6f-9ee3-47cc9a3327f4,"https://api.nga.gov/iiif/84708787-530a-4c6f-9ee3-47cc9a3327f4/full/!200,200/0/default.jpg",primary,0,3280,2402,,1,2015-09-28 15:49:25-04,2026-01-22 10:05:48-05,166960,
166748,6f30288c-588e-4ac6-a3cc-a938950216c9,1,2014.79.297,,Plate Number 270. Arising from the ground with a pamphlet in left hand,1887,1887,1887,1876 to 1900,collotype,"image: 24.8 × 29.4 cm (9 3/4 × 11 9/16 in.)
sheet: 48.4 × 61.6 cm (19 1/16 × 24 1/4 in.)","printed, lower center underneath image in black ink: ANIMAL LOCOMOTION. PLATE. 270 / Copyright, 1887, by EADWEARD MUYBRIDGE. All rights reserved.; on verso, by Corcoran Gallery of Art, lower left in red pencil: 87.7.256",,"Muybridge, Eadweard",Eadweard Muybridge,"Eadweard Muybridge, Philadelphia, PA; purchased by the Corcoran Gallery of Art, Washington, DC, 1887; acquired by NGA, 2014.","Corcoran Collection (Museum Purchase, 1887)",Photograph,Print,photograph,,0,CPH,,Animal Locomotion: An Electro-Photographic Investigation of Consecutive Phases of Animal Movements,,,2024-03-18 22:01:50.33-04,,,8493ba7a-2bcb-47d0-9e0b-c829fb7b2eb4,https://api.nga.gov/iiif/8493ba7a-2bcb-47d0-9e0b-c829fb7b2eb4,"https://api.nga.gov/iiif/8493ba7a-2bcb-47d0-9e0b-c829fb7b2eb4/full/!200,200/0/default.jpg",primary,0,3206,2685,,1,2015-10-29 11:14:21-04,2026-01-22 09:40:53-05,166748,
166568,a9990079-73ab-4e19-a8ce-ac9c9294bff6,1,2014.79.117,,Plate Number 66. Running,1887,1887,1887,1876 to 1900,collotype,"image: 22 × 35.1 cm (8 11/16 × 13 13/16 in.)
sheet: 48 × 60.9 cm (18 7/8 × 24 in.)","printed, lower center underneath image in black ink: ANIMAL LOCOMOTION. PLATE. 66 / Copyright, 1887, by EADWEARD MUYBRIDGE. All rights reserved.; on verso, by Corcoran Gallery of Art, lower left in red pencil: 87.7.66",,"Muybridge, Eadweard",Eadweard Muybridge,"Eadweard Muybridge, Philadelphia, PA; purchased by the Corcoran Gallery of Art, Washington, DC, 1887; acquired by NGA, 2014.","Corcoran Collection (Museum Purchase, 1887)",Photograph,Print,photograph,,0,CPH,,Animal Locomotion: An Electro-Photographic Investigation of Consecutive Phases of Animal Movements,,,2025-12-22 22:01:37.637-05,,,86268d9c-1fb2-4daa-8228-0794a0195872,https://api.nga.gov/iiif/86268d9c-1fb2-4daa-8228-0794a0195872,"https://api.nga.gov/iiif/86268d9c-1fb2-4daa-8228-0794a0195872/full/!200,200/0/default.jpg",primary,0,3683,2292,,1,2015-09-23 12:07:20-04,2026-01-22 10:12:16-05,166568,
166630,2e1c0fd4-6a11-406e-8342-f7fe4098ab66,1,2014.79.179,,Plate Number 130. Descending stairs,1887,1887,1887,1876 to 1900,collotype,"image: 21.9 × 33.85 cm (8 5/8 × 13 5/16 in.)
sheet: 47.8 × 60.4 cm (18 13/16 × 23 3/4 in.)","printed, lower center underneath image in black ink: ANIMAL LOCOMOTION. PLATE. 130 / Copyright, 1887, by EADWEARD MUYBRIDGE. All rights reserved.; on verso, by Corcoran Gallery of Art, lower left in red pencil: 87.7.130",,"Muybridge, Eadweard",Eadweard Muybridge,"Eadweard Muybridge, Philadelphia, PA; purchased by the Corcoran Gallery of Art, Washington, DC, 1887; acquired by NGA, 2014.","Corcoran Collection (Museum Purchase, 1887)",Photograph,Print,photograph,,0,CPH,,Animal Locomotion: An Electro-Photographic Investigation of Consecutive Phases of Animal Movements,,,2024-03-18 22:01:50.33-04,,,86bb29d9-8db2-49a7-9fe7-8788f37395b4,https://api.nga.gov/iiif/86bb29d9-8db2-49a7-9fe7-8788f37395b4,"https://api.nga.gov/iiif/86bb29d9-8db2-49a7-9fe7-8788f37395b4/full/!200,200/0/default.jpg",primary,0,3563,2284,,1,2015-09-22 15:42:45-04,2026-01-22 10:13:02-05,166630,
167035,239423eb-9694-4d24-86d2-72679c47a301,1,2014.79.584,,"Plate Number 617. ""Clinton"" cantering, bareback; rider nude",1887,1887,1887,1876 to 1900,collotype,"image: 21.8 × 33.2 cm (8 9/16 × 13 1/16 in.)
sheet: 47.63 × 60.33 cm (18 3/4 × 23 3/4 in.)","printed, lower center underneath image in black ink: ANIMAL LOCOMOTION. PLATE. 617 / Copyright, 1887, by EADWEARD MUYBRIDGE. All rights reserved.; on verso, by Corcoran Gallery of Art, lower left in red pencil: 87.7.563",,"Muybridge, Eadweard",Eadweard Muybridge,"Eadweard Muybridge, Philadelphia, PA; purchased by the Corcoran Gallery of Art, Washington, DC, 1887; acquired by NGA, 2014.","Corcoran Collection (Museum Purchase, 1887)",Photograph,Print,photograph,,0,CPH,,Animal Locomotion: An Electro-Photographic Investigation of Consecutive Phases of Animal Movements,,,2025-07-24 22:02:27.593-04,,,87097219-08de-43bb-894a-1c358b4b7839,https://api.nga.gov/iiif/87097219-08de-43bb-894a-1c358b4b7839,"https://api.nga.gov/iiif/87097219-08de-43bb-894a-1c358b4b7839/full/!200,200/0/default.jpg",primary,0,3596,2345,,1,2015-09-08 15:59:39-04,2026-01-22 10:15:41-05,167035,
